city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
sj,1997,14,4/2/1997,0.10859688800633638,0.12300000000000001,0.1983167,0.19168329999999997,0.0,297.6928571,297.85714289999993,292.7757143,299.9,295.5,5.9,74.20571429,0.0,14.23142857,2.685714286,298.0857143,7.457142857000001,302.4,293.6,2.9,11
sj,1997,15,4/9/1997,0.0602,0.069825,0.2164286,0.2027714,6.65,296.5957143,296.6357143,291.84285710000006,300.7,294.3,18.73,74.85,6.65,13.49285714,2.385714286,298.35714289999993,5.614285714,304.1,294.7,0.6,11
sj,1997,16,4/16/1997,0.033075,0.05155,0.2085429,0.2354857,0.0,297.17857139999995,297.4642857,291.6742857,299.6,295.1,7.5,71.55857143,0.0,13.35,2.785714286,298.9,7.928571429,304.7,293.0,0.8,19
sj,1997,17,4/23/1997,0.0388,0.023,0.20244289999999998,0.22225709999999999,0.0,298.82142860000005,299.05,294.09857139999997,301.7,296.7,16.2,75.41714286,0.0,15.50142857,3.8428571430000003,300.6714286,9.614285714,307.4,294.1,0.0,10
sj,1997,18,4/30/1997,-0.0035,0.007333333,0.1991,0.19288329999999998,5.73,299.20428569999996,299.3857143,294.82,301.7,296.7,4.0,76.95285714,5.73,16.17,3.457142857,300.77142860000004,8.271428571,306.9,295.8,0.5,8
sj,1997,19,5/7/1997,-0.0597,0.0331,0.16508570000000003,0.13245710000000002,0.0,299.35,299.50714289999996,294.72714289999993,301.1,297.8,1.5,75.87857143,0.0,16.07857143,2.7,300.92857139999995,8.428571429,306.9,296.3,0.3,8
sj,1997,20,5/14/1997,0.1019,0.0747,0.11751669999999999,0.1297857,33.03,298.85,298.98571430000004,294.79857139999996,301.4,297.1,27.3,78.53714286,33.03,16.14428571,2.542857143,300.57142860000005,8.671428571,305.8,295.2,12.6,9
sj,1997,21,5/21/1997,0.0798,0.10653330000000001,0.1590333,0.09873333,0.0,299.2414286,299.3857143,294.6614286,301.1,297.8,10.1,75.98285714,0.0,15.99714286,2.4285714290000002,300.5857143,7.085714286,305.2,296.9,12.9,3
sj,1997,22,5/28/1997,0.0235,0.05535,0.20908569999999999,0.14505710000000002,64.1,299.2814286,299.43571430000003,295.2628571,301.4,297.7,10.5,78.71142857,64.1,16.66,2.671428571,300.31428569999997,7.028571428999999,304.7,295.8,30.5,7
sj,1997,23,6/4/1997,0.0557,0.08895,0.18415710000000002,0.1623571,118.35,298.99571430000003,299.04285710000005,295.97857139999996,300.6,297.9,41.7,83.48571429,118.35,17.36857143,1.971428571,300.27142860000004,7.071428571,305.8,295.2,31.3,14
sj,1997,24,6/11/1997,0.1197,0.0904,0.1477167,0.19141429999999998,0.0,300.00142860000005,300.26428569999996,296.1742857,302.3,298.2,9.9,79.74571429,0.0,17.62,2.871428571,301.6,7.0,305.8,296.9,0.3,4
sj,1997,25,6/18/1997,0.0108,0.05426667,0.1710429,0.2157,2.43,300.3671429,300.6,296.4114286,302.6,298.0,7.8,79.36428571,2.43,17.84714286,2.9142857139999996,302.01428569999996,7.514285714,306.9,296.9,0.5,9
sj,1997,26,6/25/1997,0.0749,0.07762000000000001,0.1302143,0.1368,34.69,300.0442857,300.09285710000006,296.3228571,302.0,298.4,23.4,80.24571429,34.69,17.73285714,2.185714286,301.65714289999994,6.6857142860000005,305.8,296.9,18.6,14
sj,1997,27,7/2/1997,0.1012,0.09026667,0.1940286,0.1983714,38.84,300.29571430000004,300.51428569999996,296.23857139999996,302.3,298.3,24.3,78.63857143,38.84,17.63571429,2.9142857139999996,301.4142857,6.428571429,305.2,297.4,4.1,7
sj,1997,28,7/9/1997,0.0883,0.07483333,0.13545710000000002,0.11185710000000001,5.87,300.48857139999996,300.64285710000007,296.4157143,302.3,299.0,21.3,78.62,5.87,17.84571429,2.4285714290000002,302.01428569999996,7.542857142999999,306.9,296.9,8.7,9
sj,1997,29,7/16/1997,-0.0562,0.0112,0.1573143,0.1659714,24.42,300.0942857,300.1714286,296.51142860000004,302.2,298.1,35.4,80.91714286,24.42,17.94857143,2.542857143,301.6142857,6.742857142999999,305.8,297.4,40.9,3
sj,1997,30,7/23/1997,-0.1562,-0.052731319920628295,0.16464289999999998,0.14968570000000003,41.34,299.9585714,299.9428571,296.60285710000005,302.7,298.2,73.74,82.13285714,41.34,18.04571429,1.771428571,300.9,6.285714286,304.7,296.3,51.2,3
sj,1997,31,7/30/1997,0.1393,0.07825,0.2511714,0.1919429,29.9,300.1171429,300.2142857,296.2157143,302.4,297.8,33.6,79.45428571,29.9,17.61714286,2.742857143,300.8285714,6.6,304.7,295.8,16.3,14
sj,1997,32,8/6/1997,0.0981,0.0981,0.1404571,0.1142286,19.57,300.2942857,300.4142857,296.73571430000004,302.5,297.8,28.6,81.10428571,19.57,18.18,2.514285714,301.64285710000007,5.9428571429999995,305.2,298.0,5.2,12
sj,1997,33,8/13/1997,0.008933333,0.046675,0.1411,0.1585714,57.65,299.84,299.99285710000004,296.5728571,301.9,298.1,42.79,82.39285714,57.65,17.98857143,2.471428571,301.2857143,6.614285714,305.8,296.9,53.4,10
sj,1997,34,8/20/1997,0.11200659555690695,0.11135,0.17418570000000003,0.1446,20.35,299.76142860000004,299.8,296.65857139999997,301.8,298.2,45.7,83.28,20.35,18.09142857,2.028571429,301.4142857,6.514285714,305.2,297.4,52.3,21
sj,1997,35,8/27/1997,0.06065,0.08936667,0.18697139999999998,0.2091857,94.72,300.2657143,300.3357143,296.70428569999996,302.5,298.8,35.9,81.14285714,94.72,18.18285714,2.1,300.98571430000004,6.4428571429999995,305.2,295.8,50.0,26
sj,1997,36,9/3/1997,0.1072,0.11596669999999999,0.2084,0.17355710000000002,8.83,300.1385714,300.12142860000006,296.8042857,302.0,298.5,35.9,82.22,8.83,18.30857143,2.0714285709999998,301.72857139999996,6.585714286,305.8,298.0,17.0,47
sj,1997,37,9/10/1997,0.03495,0.0815,0.19731429999999997,0.1827714,11.47,300.54857139999996,300.7214286,297.4142857,302.6,298.9,46.4,83.16428571,11.47,19.04428571,2.585714286,301.95714289999995,6.128571429,305.8,297.4,15.8,42
sj,1997,38,9/17/1997,-0.049,0.01545,0.1992286,0.1866286,86.14,300.68285710000004,300.8071429,297.2471429,303.6,299.0,36.89,81.80857143,86.14,18.82857143,2.585714286,301.9,6.671428571,307.4,298.0,18.1,31
sj,1997,39,9/24/1997,0.12258,0.09823333,0.1432143,0.14341429999999997,13.18,300.42,300.51428569999996,296.3857143,302.6,298.0,39.6,78.78,13.18,17.82857143,2.4,301.4,6.742857142999999,305.2,296.9,25.4,34
sj,1997,40,10/1/1997,0.1123,0.1054,0.20005710000000002,0.14388570000000003,46.15,300.1328571,300.20714289999995,297.2685714,302.6,298.7,39.0,84.43714286,46.15,18.81428571,2.128571429,300.5857143,6.757142857000001,305.2,294.7,31.2,33
sj,1997,41,10/8/1997,0.0019,0.095825,0.09027143,0.0999,70.29,300.56428569999997,300.73571430000004,296.78714289999994,303.2,298.5,26.0,80.08428571,70.29,18.31,2.642857143,301.5,7.3,306.3,296.3,44.4,52
sj,1997,42,10/15/1997,-0.01515,0.0831,0.2018667,0.2107333,99.33,299.47857139999996,299.43571430000003,296.43571430000003,302.9,297.6,182.0,83.57571429,99.33,17.92714286,1.842857143,300.35714289999993,6.428571429,304.1,295.8,6.3,56
sj,1997,43,10/22/1997,0.20775540973306494,0.1966,0.3152429,0.2916429,80.85,299.60857139999996,299.84285710000006,296.3042857,302.3,296.4,27.34,82.23428571,80.85,17.81857143,3.3428571430000003,300.7,5.885714286,305.8,296.9,8.7,70
sj,1997,44,10/29/1997,0.18870915952287337,0.1695,0.2978143,0.2102,0.78,300.38142860000005,300.55,296.1014286,302.3,298.1,7.27,77.53285714,0.78,17.55142857,2.7,301.3857143,5.8142857139999995,305.8,297.4,0.0,112
sj,1997,45,11/5/1997,0.07745,0.07412393983784682,0.19895710000000003,0.17674289999999998,2.08,300.0314286,300.09285710000006,295.6957143,301.9,298.6,9.5,77.30714286,2.08,17.09571429,2.042857143,300.74285710000004,6.114285714,304.1,296.9,27.1,70
sj,1997,46,11/12/1997,0.0695,0.12345,0.1481429,0.1022714,18.83,299.68714289999997,299.79285710000005,295.3457143,302.6,297.9,9.0,77.16285714,18.83,16.76428571,2.242857143,300.34285710000006,7.4,305.8,295.8,34.6,47
sj,1997,47,11/19/1997,-0.04904684421569794,-0.1026,0.2017857,0.14778570000000002,50.55,299.4914286,299.5285714,296.31285710000003,301.8,298.0,40.5,82.76571429,50.55,17.73857143,1.8,300.3285714,6.0,304.1,296.9,6.1,48
sj,1997,48,11/26/1997,0.2192,0.1606,0.17492860000000002,0.2117571,4.76,299.62,299.7,296.33714289999995,301.9,297.9,42.9,82.27,4.76,17.77142857,2.2,300.25714289999996,5.671428571,303.6,296.9,81.8,49
sj,1997,49,12/3/1997,0.0568,0.0661,0.3493143,0.31207140000000005,3.01,299.4557143,299.50714289999996,295.5757143,301.3,298.2,14.7,79.39571429,3.01,17.00142857,1.871428571,299.6714286,6.614285714,304.7,296.3,39.9,66
sj,1997,50,12/10/1997,-0.0502713655000937,-0.0448,0.2314143,0.2354714,0.0,300.1328571,300.35,295.15285710000006,302.0,298.8,0.3,74.28142857,0.0,16.53,2.671428571,299.75714289999996,8.257142857,305.2,294.7,0.0,56
sj,1997,51,12/17/1997,-0.007104431344528983,0.0001,0.2579571,0.2339,0.0,299.6385714,299.6642857,294.79571430000004,301.6,298.1,3.9,74.79571429,0.0,16.14571429,2.471428571,299.57142860000005,7.3,305.2,295.2,1.5,61
sj,1997,52,12/24/1997,0.0663,0.075925,0.2132111,0.22578890000000001,22.52,299.2142857,299.2857143,295.3514286,301.7,297.6,16.3,79.47,22.52,16.70428571,2.5714285709999998,299.7142857,7.571428571,304.7,295.2,17.3,67
sj,1998,1,1/1/1998,0.0455,0.0478,0.12398569999999999,0.08344286,35.470809060000036,299.21783090317285,299.23526249109153,295.0561808054095,301.24257923110883,297.34432355107083,4.926048290818699,78.82347288104319,35.47080906000001,16.473134563760254,2.485852641219239,299.7726647680901,6.810546065023146,304.71612048991216,295.82287052284505,22.8424943818095,64
sj,1998,2,1/8/1998,0.05076667,0.0341,0.2233714,0.1341571,10.59,298.82714289999996,298.99285710000004,295.03,300.7,297.2,44.4,79.63142857,10.59,16.36285714,2.1571428569999997,299.35714289999993,6.142857143,304.7,295.8,33.3,68
sj,1998,3,1/15/1998,-0.01615,-0.008225,0.2047143,0.19857139999999998,106.97,297.61285710000004,297.68571430000003,294.85285710000005,300.2,296.4,53.2,84.69428571,106.97,16.20857143,1.885714286,297.8857143,5.857142857,302.4,293.6,152.4,49
sj,1998,4,1/22/1998,0.1797,0.03345,0.2514571,0.1921,0.0,298.6114286,298.8,294.51,300.6,296.8,8.4,78.18285714,0.0,15.88142857,2.4,298.6142857,6.485714286,302.4,294.1,4.8,50
sj,1998,5,1/29/1998,0.13155,0.045825,0.14611429999999997,0.1313571,7.72,298.69428569999997,298.85714289999993,294.19,300.6,297.0,16.3,76.26142857,7.72,15.56142857,2.3428571430000003,299.54285710000005,7.257142857000001,304.1,295.2,1.3,56
sj,1998,6,2/5/1998,-0.0479,-0.0525,0.1274857,0.09734286,0.0,298.5785714,298.8071429,293.9714286,301.3,296.6,8.6,75.77714286,0.0,15.36142857,3.2714285710000004,299.5857143,8.114285714,304.7,294.1,0.0,75
sj,1998,7,2/12/1998,0.11825,0.0559,0.1819,0.17631429999999998,142.6,299.05857139999995,299.25,295.62857139999994,302.2,296.7,18.5,81.61285714,142.6,17.08857143,2.957142857,300.25714289999996,6.9,305.2,295.8,79.2,63
sj,1998,8,2/19/1998,0.05535896757006231,0.0754,0.2395714,0.2387,0.0,297.59,297.8357143,291.90142860000003,300.2,296.2,3.1,70.70142857,0.0,13.51285714,2.242857143,297.4142857,6.085714286,301.9,293.0,8.7,62
sj,1998,9,2/26/1998,0.1545,0.0849,0.24338,0.1549833,0.0,298.89285710000007,299.12857139999994,294.1142857,300.6,297.8,1.1,75.01571429,0.0,15.47714286,2.285714286,299.27142860000004,7.9428571429999995,304.1,294.1,6.4,41
sj,1998,10,3/5/1998,0.06366667,0.09633333,0.1728429,0.16221429999999998,0.0,297.6557143,297.79285710000005,293.5,301.1,295.0,10.3,77.92428571,0.0,14.93571429,2.8428571430000003,298.6142857,7.257142857000001,305.2,294.1,7.0,50
sj,1998,11,3/12/1998,0.05422226756606552,0.0797,0.1391714,0.1625286,0.0,298.2785714,298.3857143,294.69714289999996,301.2,295.7,42.78,80.77857143,0.0,16.08142857,2.228571429,298.81428569999997,6.9,305.2,294.1,15.1,34
sj,1998,12,3/19/1998,0.0604,0.08823333,0.2129286,0.2124143,0.0,298.17571430000004,298.37142860000006,292.90714289999994,300.4,296.2,0.6,72.64285714,0.0,14.36714286,2.514285714,297.8857143,7.014285714,301.9,293.6,27.7,31
sj,1998,13,3/26/1998,0.07325348958949807,0.0731,0.18816670000000002,0.1685,0.0,298.5028571,298.6642857,294.09857139999997,300.7,296.5,21.0,76.67571429,0.0,15.48,2.557142857,299.22857139999996,6.9,304.1,295.2,16.5,38
sj,1998,14,4/2/1998,0.0672,0.02766667,0.14853329999999998,0.1277429,72.98,298.0442857,298.1928571,294.62857139999994,301.1,296.5,41.2,81.40571429,72.98,15.99857143,2.528571429,298.7142857,6.2,304.7,294.7,15.5,30
sj,1998,15,4/9/1998,0.048,0.0652,0.09894286,0.1027714,12.01,297.87142860000006,298.2,294.2157143,300.8,295.6,19.0,80.19,12.01,15.63571429,3.0,299.0285714,6.357142857,304.7,294.7,10.7,32
sj,1998,16,4/16/1998,0.0308,0.076,0.1139714,0.12585710000000003,0.0,298.47285710000006,298.5785714,294.97,300.7,296.5,23.9,81.14571429,0.0,16.40285714,2.1571428569999997,299.92857139999995,6.114285714,306.9,295.2,7.9,26
sj,1998,17,4/23/1998,0.0671,0.09136667,0.14448570000000002,0.1479571,22.22,297.73571430000004,297.79285710000005,293.54285710000005,299.8,296.2,24.3,77.71285714,22.22,15.01428571,2.1571428569999997,298.6,5.857142857,302.4,294.7,73.4,30
sj,1998,18,4/30/1998,0.1063,0.0461,0.21918569999999998,0.2073286,71.64,299.5657143,299.8357143,295.8342857,301.5,298.2,11.7,80.07285714,71.64,17.23142857,2.357142857,299.87142860000006,6.9,304.1,295.8,16.3,36
sj,1998,19,5/7/1998,0.07524988995897441,0.09693333,0.1582429,0.1198143,0.0,299.1328571,299.29285710000005,294.82714289999996,301.3,297.7,17.6,77.33142857,0.0,16.22142857,2.185714286,299.7857143,6.2,304.1,295.2,6.9,35
sj,1998,20,5/14/1998,0.03800703630688407,0.04255,0.1317833,0.1003,55.76,299.2,299.4,295.11,302.9,296.6,10.3,78.40142857,55.76,16.50285714,3.628571429,300.14285710000007,7.014285714,306.9,295.2,7.1,46
sj,1998,21,5/21/1998,-0.003,0.033625,0.1648667,0.1742,56.4,300.0242857,300.0857143,297.06285710000003,302.9,297.8,53.7,84.07142857,56.4,18.61428571,2.8285714289999997,300.9142857,6.971428571000001,307.4,296.3,59.1,48
sj,1998,22,5/28/1998,0.0484,0.0372,0.15508329999999998,0.16451670000000002,15.86,299.84285710000006,299.93571430000003,297.02,302.3,298.4,59.4,84.63571429,15.86,18.51142857,2.185714286,300.9714286,5.657142857,304.1,297.4,13.8,44
sj,1998,23,6/4/1998,-0.0427,0.07076667,0.1536,0.12214289999999998,8.19,299.61857139999995,299.8071429,296.3514286,301.4,298.1,35.8,82.46,8.19,17.76571429,2.328571429,300.85714289999993,6.2,305.2,296.9,10.5,51
sj,1998,24,6/11/1998,0.12125,0.12125,0.2368143,0.27517140000000007,86.21,300.75714289999996,300.84285710000006,297.45142860000004,302.7,299.2,20.7,82.30571429,86.21,18.99142857,2.4285714290000002,301.42857139999995,6.985714286,305.8,296.9,38.6,59
sj,1998,25,6/18/1998,0.0725,0.0509,0.2078286,0.1756286,49.52,300.51714289999995,300.56428569999997,296.43571430000003,303.0,298.9,15.4,78.53,49.52,17.85428571,2.385714286,301.1,6.528571428999999,305.8,296.9,23.4,71
sj,1998,26,6/25/1998,0.03745,0.0167,0.1447,0.15235710000000002,72.08,299.94428569999997,299.95,296.99571430000003,302.3,298.3,71.33,84.02571429,72.08,18.47,2.357142857,301.2142857,6.742857142999999,305.2,296.9,20.6,102
sj,1998,27,7/2/1998,0.0715,0.096075,0.1718429,0.15588570000000002,20.06,300.5957143,300.7214286,296.84714289999994,302.7,299.0,33.31,80.08571429,20.06,18.27857143,2.3,301.6142857,5.857142857,305.2,298.0,0.0,128
sj,1998,28,7/9/1998,-0.03095,0.0628,0.1886286,0.1695286,54.05,300.4528571000001,300.43571430000003,296.9242857,302.9,298.5,45.31,81.29,54.05,18.39142857,2.3,301.3857143,6.742857142999999,305.8,295.8,11.7,127
sj,1998,29,7/16/1998,0.0289,0.04713333,0.08254286,0.06893333,10.42,300.33714289999995,300.45714289999995,296.28857139999997,302.8,298.1,30.86,78.99,10.42,17.71571429,2.714285714,301.3857143,7.071428571,306.3,296.9,62.5,150
sj,1998,30,7/23/1998,0.0554,0.1065,0.1776429,0.1602571,68.74,299.8228571,299.8857143,296.5028571,302.2,298.1,93.68,82.21285714,68.74,17.94571429,1.885714286,300.5571429,6.6857142860000005,304.7,296.9,81.9,191
sj,1998,31,7/30/1998,0.14065,0.127,0.26975,0.24652860000000001,16.03,300.06142860000006,300.0357143,297.03857139999997,302.0,298.5,107.87,83.74285714,16.03,18.54714286,2.042857143,301.27142860000004,5.728571429,304.7,296.9,20.5,256
sj,1998,32,8/6/1998,0.02866667,0.057625,0.17585710000000002,0.1526857,25.79,300.66285710000005,300.8857143,297.12714289999997,303.2,298.6,27.7,81.21714286,25.79,18.63142857,2.9142857139999996,301.45714289999995,6.1857142860000005,305.2,297.4,6.2,329
sj,1998,33,8/13/1998,0.05346667,0.0935,0.1854333,0.1739,38.44,300.66857139999996,300.62142860000006,297.45714289999995,303.1,298.9,55.9,82.8,38.44,19.01571429,2.271428571,302.07142860000005,6.342857143,305.8,297.4,3.8,263
sj,1998,34,8/20/1998,0.1072,0.0567,0.1809667,0.17203329999999997,24.34,300.3671429,300.35,297.46714289999994,303.0,298.9,63.2,84.20285714,24.34,19.01,1.728571429,302.2142857,6.414285714,305.8,298.0,20.4,220
sj,1998,35,8/27/1998,0.0307,0.07575,0.1548167,0.1902571,96.58,300.4685714,300.5785714,297.40142860000003,303.1,298.7,98.3,83.45,96.58,19.02714286,2.671428571,301.04285710000005,6.828571429,306.9,296.3,146.4,204
sj,1998,36,9/3/1998,0.0388,0.05403333,0.1585429,0.1456429,47.74,300.68714289999997,300.70714289999995,297.3285714,303.4,298.4,52.5,82.19285714,47.74,18.90857143,2.9,301.75714289999996,7.128571429,306.9,295.8,27.4,181
sj,1998,37,9/10/1998,0.07465,0.05796667,0.1518857,0.122,72.73,300.14714289999995,300.2,297.16,302.0,298.7,73.6,84.00285714,72.73,18.72428571,2.028571429,301.3285714,6.842857143,305.2,297.4,61.3,99
sj,1998,38,9/17/1998,0.03607015063919139,0.0401,0.1554833,0.14148,35.03,300.58714289999995,300.60714289999993,297.2757143,303.0,298.8,33.83,82.33285714,35.03,18.84714286,2.185714286,301.72857139999996,6.985714286,307.4,297.4,39.7,54
sj,1998,39,9/24/1998,0.05085,0.04685,0.2315857,0.2066857,82.87,300.13,300.18571430000003,297.06,302.1,298.8,55.8,83.33142857,82.87,18.58142857,1.857142857,300.77142860000004,6.228571429,305.2,297.4,123.6,80
sj,1998,40,10/1/1998,-0.0022,0.0382,0.16188570000000002,0.16831429999999997,223.61,300.59714289999994,300.75714289999996,296.53857139999997,302.9,298.5,124.4,78.78285714,223.61,18.06142857,2.8,300.9142857,6.285714286,305.8,296.9,24.7,102
sj,1998,41,10/8/1998,-0.017330102729883556,-0.019,0.1630571,0.1492,33.26,300.71285710000006,300.74285710000004,296.9214286,302.9,298.9,28.3,79.99857143,33.26,18.41857143,2.3428571430000003,301.25714289999996,5.5,304.7,297.4,25.0,127
sj,1998,42,10/15/1998,0.05168439984342488,0.08155,0.18641429999999998,0.13868570000000002,25.94,300.79571430000004,300.85714289999993,296.61285710000004,302.9,299.3,18.5,78.09857143,25.94,18.09142857,2.685714286,300.75714289999996,6.3142857139999995,304.7,296.3,15.5,73
sj,1998,43,10/22/1998,0.0213,0.085,0.19696670000000002,0.1962,32.09,300.2471429,300.23571430000004,296.9,301.9,298.8,36.5,82.03857143,32.09,18.41,2.128571429,301.15714289999994,6.928571429,306.9,296.9,26.7,68
sj,1998,44,10/29/1998,-0.0359,-0.0726,0.11172860000000001,0.09242857,182.46,299.84857139999997,299.98571430000004,296.8671429,302.1,297.7,92.4,83.86571429,182.46,18.37571429,2.085714286,300.7142857,6.128571429,305.8,296.3,54.6,64
sj,1998,45,11/5/1998,0.025060983513967905,-0.00225,0.2212286,0.1698,121.65,299.65285710000006,299.6928571,296.9428571,301.7,298.5,89.5,85.12,121.65,18.48428571,1.785714286,300.42857139999995,6.457142857000001,304.1,296.3,81.5,55
sj,1998,46,11/12/1998,0.0038666670000000003,-0.05725,0.18591670000000002,0.09834286,18.07,300.0028571,300.05,296.42,302.4,297.9,36.1,80.91428571,18.07,17.86857143,2.0714285709999998,300.7857143,6.671428571,305.8,296.3,8.7,67
sj,1998,47,11/19/1998,0.12328344572402283,0.11347160527645528,0.2537429,0.2166143,110.03,298.67571430000004,298.65714289999994,296.18285710000004,300.3,297.3,143.4,86.21428571,110.03,17.62714286,1.4857142859999999,299.72857139999996,6.214285714,303.6,296.3,71.3,84
sj,1998,48,11/26/1998,0.0501,0.06575,0.1662429,0.1467571,0.0,299.23285710000005,299.32142860000005,295.49285710000004,301.4,297.4,57.1,80.02142857,0.0,16.86714286,2.014285714,299.5571429,5.6857142860000005,303.0,295.8,29.8,85
sj,1998,49,12/3/1998,0.05675,0.06565,0.06918571,0.05278571,22.35,298.3014286,298.25714289999996,295.17285710000004,300.4,296.5,115.77,83.02428571,22.35,16.58714286,1.885714286,298.64285710000007,5.9428571429999995,302.4,295.2,48.2,67
sj,1998,50,12/10/1998,0.0619,0.002633333,0.2133,0.17301429999999998,152.94,298.0942857,298.15,295.54,299.8,297.1,158.72,85.91142857,152.94,16.96571429,1.357142857,298.81428569999997,5.014285714,301.9,295.8,97.6,73
sj,1998,51,12/17/1998,-0.08216667,-0.091675,0.2399,0.17005710000000002,16.76,299.04285710000005,299.1,295.03285710000006,300.9,297.6,10.2,78.66857143,16.76,16.40857143,1.971428571,299.07142860000005,5.542857142999999,304.1,295.8,18.9,89
sj,1998,52,12/24/1998,0.06056667,-0.13095,0.15715,0.0981875,0.0,299.28285710000006,299.43571430000003,295.2157143,301.4,298.0,12.8,78.41857143,0.0,16.56428571,2.128571429,298.92857139999995,6.042857142999999,303.0,295.2,29.7,68
sj,1999,53,1/1/1999,0.05925695342407611,0.06739645263490424,0.1774457129712328,0.1662097712709265,35.47080906000001,299.16264089610917,299.27788147954095,295.1109761951767,301.40274161628787,297.3007586916879,31.07283337913873,78.56127185203735,35.47080905999999,16.554001839729494,2.5163279990211436,300.01139595606713,6.757824271000146,304.6023195981018,295.5970182656572,27.009895042901462,59
sj,1999,1,1/8/1999,-0.07077510110953877,-0.0876,0.1887,0.16341670000000003,45.39,298.7,298.81428569999997,295.09714289999994,300.7,297.3,17.72,80.59714286,45.39,16.45285714,2.4285714290000002,298.57142860000005,5.471428571000001,301.9,295.2,16.2,56
sj,1999,2,1/15/1999,-0.1399,-0.03763333,0.1813833,0.1448429,0.0,298.48285710000005,298.55,294.12,300.1,297.4,12.6,76.95428571,0.0,15.49285714,1.6714285709999999,298.07142860000005,5.728571429,301.3,293.0,20.6,77
sj,1999,3,1/22/1999,-0.0698,-0.03795,0.1808,0.11584289999999998,47.16,297.8614286,297.9714286,294.40857139999997,300.0,296.1,20.62,81.31,47.16,15.76857143,2.2,297.98571430000004,6.885714286,303.0,294.1,27.2,75
sj,1999,4,1/29/1999,0.0535,-0.10875,0.18184289999999997,0.14061429999999997,0.0,297.4428571,297.57142860000005,293.70142860000004,299.1,295.8,40.75,79.67142857,0.0,15.07285714,1.771428571,297.8857143,6.414285714,301.3,294.1,8.6,47
sj,1999,5,2/5/1999,0.07433307228324981,0.05145,0.2175,0.17392860000000002,0.0,296.77285710000007,296.75714289999996,290.9557143,299.3,294.5,14.9,70.19857143,0.0,12.74142857,2.0,297.1714286,5.642857143,300.8,292.4,18.0,50
sj,1999,6,2/12/1999,0.0669,0.09491305710765374,0.2283286,0.2092,0.0,296.66857139999996,296.7857143,290.55285710000004,298.9,295.3,4.7,68.64142857,0.0,12.36571429,1.914285714,296.4,7.385714286,300.8,290.8,2.9,42
sj,1999,7,2/19/1999,0.0263,0.0364,0.1718571,0.1876,18.66,297.2185714,297.4428571,292.73,299.4,295.5,18.64,76.24571429,18.66,14.22571429,2.5714285709999998,297.3285714,7.514285714,302.4,292.4,24.8,28
sj,1999,8,2/26/1999,0.12905,0.086,0.1234714,0.1325,23.9,295.93857139999994,296.1142857,290.63428569999996,299.7,293.7,8.7,72.25142857,23.9,12.49285714,2.714285714,297.04285710000005,6.9,301.9,291.9,0.0,37
sj,1999,9,3/5/1999,-0.0509,0.03793333,0.19771670000000002,0.16146670000000002,0.0,297.54285710000005,297.67857139999995,293.31142860000006,299.7,295.3,8.3,77.42714286,0.0,14.73,2.785714286,298.0,7.428571429,302.4,293.6,40.1,37
sj,1999,10,3/12/1999,-0.071225,0.043425,0.1611167,0.2284286,0.0,297.8828571,298.07142860000005,292.4214286,299.7,296.0,0.4,71.69142857,0.0,13.93571429,2.485714286,297.95714289999995,7.514285714,302.4,293.6,0.0,27
sj,1999,11,3/19/1999,-0.10475,0.0402,0.2573714,0.2754429,5.5,297.54285710000005,297.8,292.76428569999996,300.0,295.8,5.5,74.80428571,5.5,14.24428571,3.0,297.8857143,7.342857143,304.1,293.6,8.4,12
sj,1999,12,3/26/1999,0.135,0.03233333,0.1988,0.1830571,5.24,298.22285710000006,298.45,293.23,300.5,296.3,3.1,73.94,5.24,14.67142857,2.8428571430000003,298.6714286,7.671428571,303.6,294.1,0.0,15
sj,1999,13,4/2/1999,0.0541,-0.0981,0.1572667,0.13705710000000002,15.91,298.30857139999995,298.4142857,294.37714289999997,300.4,296.1,8.9,78.91,15.91,15.73285714,2.314285714,298.74285710000004,6.9,303.6,294.7,7.9,22
sj,1999,14,4/9/1999,0.014039688190444544,0.00075,0.20094289999999998,0.2108429,18.76,297.9757143,298.09285710000006,293.27285710000007,300.1,295.7,16.2,75.38857143,18.76,14.74571429,2.585714286,298.6142857,6.028571428999999,302.4,294.1,30.8,8
sj,1999,15,4/16/1999,0.0341,0.0351,0.1027857,0.09751429,75.59,297.4814286,297.64285710000007,292.4057143,301.0,295.2,12.76,73.64142857,75.59,13.97428571,3.6,298.3857143,6.671428571,303.0,294.1,19.8,15
sj,1999,16,4/23/1999,0.0869,0.03965,0.19078570000000003,0.1153857,0.0,299.25428569999997,299.45714289999995,294.5242857,301.4,296.7,2.0,75.39,0.0,15.86857143,3.2,299.9142857,7.485714286,305.2,295.8,9.2,17
